
dccn-l029.dccn.nl: 
                                                                                  Req'd    Req'd       Elap
Job ID                  Username    Queue    Jobname          SessID  NDS   TSK   Memory   Time    S   Time
10070630.dccn-l029.dcc  paypir      long     STDIN             16125   --       1    4gb  08:00:00 C       --    dccn-c011
10070631.dccn-l029.dcc  paypir      long     STDIN             16165   --       1    4gb  08:00:00 C       --    dccn-c011
10070632.dccn-l029.dcc  marold      batch    eig_19-110-10040   8230     1      1    2gb  00:15:00 C       --    dccn-c362
10070633.dccn-l029.dcc  marold      batch    eig_19-110-10041   5552     1      1    2gb  00:15:00 C       --    dccn-c363
10070634.dccn-l029.dcc  marold      batch    eig_19-119-10078  16697     1      1    2gb  00:15:00 C       --    dccn-c011
10070635.dccn-l029.dcc  marold      batch    eig_19-119-10079  16716     1      1    2gb  00:15:00 C       --    dccn-c011
10070636.dccn-l029.dcc  marold      batch    eig_19-123-10094  16766     1      1    2gb  00:15:00 C       --    dccn-c011
10070637.dccn-l029.dcc  marold      batch    eig_19-123-10095  16833     1      1    2gb  00:15:00 C       --    dccn-c011
10070638.dccn-l029.dcc  marold      batch    eig_19-125-10102  16928     1      1    2gb  00:15:00 C       --    dccn-c011
10070639.dccn-l029.dcc  marold      batch    eig_19-125-10103  17033     1      1    2gb  00:15:00 C       --    dccn-c011
10070640.dccn-l029.dcc  marold      batch    eig_19-129-10118  17134     1      1    2gb  00:15:00 C       --    dccn-c011
10070641.dccn-l029.dcc  marold      batch    eig_19-129-10119  17244     1      1    2gb  00:15:00 C       --    dccn-c011
10070642.dccn-l029.dcc  marold      batch    eig_19-131-10126  17586     1      1    2gb  00:15:00 C       --    dccn-c011
10070643.dccn-l029.dcc  marold      batch    eig_19-131-10127  12316     1      1    2gb  00:15:00 C       --    dccn-c014
10070644.dccn-l029.dcc  marold      batch    eig_19-134-10140  12335     1      1    2gb  00:15:00 C       --    dccn-c014
10070645.dccn-l029.dcc  marold      batch    eig_19-134-10141   2949     1      1    2gb  00:15:00 C       --    dccn-c015
10070646.dccn-l029.dcc  marold      batch    eig_19-136-10149   2967     1      1    2gb  00:15:00 C       --    dccn-c015
10070647.dccn-l029.dcc  marold      batch    eig_19-136-10152  23972     1      1    2gb  00:15:00 C       --    dccn-c016
10070648.dccn-l029.dcc  marold      batch    eig_19-136-10150  27921     1      1    2gb  00:15:00 C       --    dccn-c022
10070649.dccn-l029.dcc  marold      batch    eig_19-136-10151   3173     1      1    2gb  00:15:00 C       --    dccn-c023
10070650.dccn-l029.dcc  marold      batch    eig_19-140-10167   3191     1      1    2gb  00:15:00 C       --    dccn-c023
10070651.dccn-l029.dcc  marold      batch    eig_19-140-10168   3252     1      1    2gb  00:15:00 C       --    dccn-c023
10070652.dccn-l029.dcc  marold      batch    eig_19-157-10246   3308     1      1    2gb  00:15:00 C       --    dccn-c023
10070653.dccn-l029.dcc  marold      batch    eig_19-157-10247   3421     1      1    2gb  00:15:00 C       --    dccn-c023
10070654.dccn-l029.dcc  marold      batch    eig_19-167-00008   3506     1      1    2gb  00:15:00 C       --    dccn-c023
10070655.dccn-l029.dcc  marold      batch    eig_19-167-10288   3624     1      1    2gb  00:15:00 C       --    dccn-c023
10070656.dccn-l029.dcc  marold      batch    eig_19-173-10312  33659     1      1    2gb  00:15:00 C       --    dccn-c024
10070657.dccn-l029.dcc  marold      batch    eig_19-173-10313  33677     1      1    2gb  00:15:00 C       --    dccn-c024
10070658.dccn-l029.dcc  marold      batch    eig_19-175-10321  33726     1      1    2gb  00:15:00 C       --    dccn-c024
10070659.dccn-l029.dcc  marold      batch    eig_19-175-10322  33794     1      1    2gb  00:15:00 C       --    dccn-c024
10070660.dccn-l029.dcc  marold      batch    eig_19-176-10325  33913     1      1    2gb  00:15:00 C       --    dccn-c024
10070661.dccn-l029.dcc  marold      batch    eig_19-176-10327  34000     1      1    2gb  00:15:00 C       --    dccn-c024
10070662.dccn-l029.dcc  marold      batch    eig_19-190-10385  34096     1      1    2gb  00:15:00 C       --    dccn-c024
10070663.dccn-l029.dcc  marold      batch    eig_19-190-10386  34194     1      1    2gb  00:15:00 C       --    dccn-c024
10070664.dccn-l029.dcc  marold      batch    eig_19-192-10393  34297     1      1    2gb  00:15:00 C       --    dccn-c024
10070665.dccn-l029.dcc  marold      batch    eig_19-192-10394  34479     1      1    2gb  00:15:00 C       --    dccn-c024
10070666.dccn-l029.dcc  marold      batch    eig_19-195-10406  34866     1      1    2gb  00:15:00 C       --    dccn-c024
10070667.dccn-l029.dcc  marold      batch    eig_19-195-10408  35270     1      1    2gb  00:15:00 C       --    dccn-c024
10070668.dccn-l029.dcc  marold      batch    eig_19-218-10509  35691     1      1    2gb  00:15:00 C       --    dccn-c024
10070669.dccn-l029.dcc  marold      batch    eig_19-218-10512  35985     1      1    2gb  00:15:00 C       --    dccn-c024
10070670.dccn-l029.dcc  marold      batch    eig_19-222-10529  36180     1      1    2gb  00:15:00 C       --    dccn-c024
10070671.dccn-l029.dcc  marold      batch    eig_19-222-10530  36459     1      1    2gb  00:15:00 C       --    dccn-c024
10070672.dccn-l029.dcc  marold      batch    eig_19-229-00010  47005     1      1    2gb  00:15:00 C       --    dccn-c025
10070673.dccn-l029.dcc  marold      batch    eig_19-229-10560  47023     1      1    2gb  00:15:00 C       --    dccn-c025
10070674.dccn-l029.dcc  marold      batch    eig_19-229-10558  47076     1      1    2gb  00:15:00 C       --    dccn-c025
10070675.dccn-l029.dcc  marold      batch    eig_19-229-10559  47138     1      1    2gb  00:15:00 C       --    dccn-c025
10070676.dccn-l029.dcc  marold      batch    eig_19-231-10568  47211     1      1    2gb  00:15:00 C       --    dccn-c025
10070677.dccn-l029.dcc  marold      batch    eig_19-231-10570  47342     1      1    2gb  00:15:00 C       --    dccn-c025
10070678.dccn-l029.dcc  marold      batch    eig_19-239-10603  47431     1      1    2gb  00:15:00 C       --    dccn-c025
10070679.dccn-l029.dcc  marold      batch    eig_19-239-10604  47535     1      1    2gb  00:15:00 C       --    dccn-c025
10070680.dccn-l029.dcc  marold      batch    eig_19-256-10680  47630     1      1    2gb  00:15:00 C       --    dccn-c025
10070681.dccn-l029.dcc  marold      batch    eig_19-256-10681  47838     1      1    2gb  00:15:00 C       --    dccn-c025
10070682.dccn-l029.dcc  marold      batch    eig_19-269-00019  48164     1      1    2gb  00:15:00 C       --    dccn-c025
10070683.dccn-l029.dcc  marold      batch    eig_19-269-10735  48462     1      1    2gb  00:15:00 C       --    dccn-c025
10070684.dccn-l029.dcc  marold      batch    eig_19-277-10769  48773     1      1    2gb  00:15:00 C       --    dccn-c025
10070685.dccn-l029.dcc  marold      batch    eig_19-277-10771  49052     1      1    2gb  00:15:00 C       --    dccn-c025
10070686.dccn-l029.dcc  marold      batch    eig_98-109-10036    528     1      1    2gb  00:15:00 C       --    dccn-c025
10070687.dccn-l029.dcc  marold      batch    eig_98-109-10039    821     1      1    2gb  00:15:00 C       --    dccn-c025
10070688.dccn-l029.dcc  marold      batch    eig_98-142-10179   1108     1      1    2gb  00:15:00 C       --    dccn-c025
10070689.dccn-l029.dcc  marold      batch    eig_98-142-10180   1439     1      1    2gb  00:15:00 C       --    dccn-c025
10070690.dccn-l029.dcc  marold      batch    eig_98-153-10225   1731     1      1    2gb  00:15:00 C       --    dccn-c025
10070691.dccn-l029.dcc  marold      batch    eig_98-153-10226   2155     1      1    2gb  00:15:00 C       --    dccn-c025
10070692.dccn-l029.dcc  marold      batch    eig_98-154-10229  42219     1      1    2gb  00:15:00 C       --    dccn-c026
10070693.dccn-l029.dcc  marold      batch    eig_98-154-10231  42237     1      1    2gb  00:15:00 C       --    dccn-c026
10070694.dccn-l029.dcc  marold      batch    eig_98-163-10269  42277     1      1    2gb  00:15:00 C       --    dccn-c026
10070695.dccn-l029.dcc  marold      batch    eig_98-163-10270  42351     1      1    2gb  00:15:00 C       --    dccn-c026
10070696.dccn-l029.dcc  marold      batch    eig_98-180-10447  42424     1      1    2gb  00:15:00 C       --    dccn-c026
10070697.dccn-l029.dcc  marold      batch    eig_98-180-10448  42531     1      1    2gb  00:15:00 C       --    dccn-c026
10070698.dccn-l029.dcc  marold      batch    eig_98-204-20016  42643     1      1    2gb  00:15:00 C       --    dccn-c026
10070699.dccn-l029.dcc  marold      batch    eig_98-204-20017  42740     1      1    2gb  00:15:00 C       --    dccn-c026
10070700.dccn-l029.dcc  marold      batch    eig_98-211-20047  42970     1      1    2gb  00:15:00 C       --    dccn-c026
10070701.dccn-l029.dcc  marold      batch    eig_98-211-20048  43261     1      1    2gb  00:15:00 C       --    dccn-c026
10070702.dccn-l029.dcc  marold      batch    eig_98-216-20076  43522     1      1    2gb  00:15:00 C       --    dccn-c026
10070703.dccn-l029.dcc  marold      batch    eig_98-216-20078  43911     1      1    2gb  00:15:00 C       --    dccn-c026
10070704.dccn-l029.dcc  marold      batch    eig_98-229-20138  44200     1      1    2gb  00:15:00 C       --    dccn-c026
10070705.dccn-l029.dcc  marold      batch    eig_98-229-20139  44495     1      1    2gb  00:15:00 C       --    dccn-c026
10070706.dccn-l029.dcc  marold      batch    eig_98-237-20170  44762     1      1    2gb  00:15:00 C       --    dccn-c026
10070707.dccn-l029.dcc  marold      batch    eig_98-237-20171  44945     1      1    2gb  00:15:00 C       --    dccn-c026
10070708.dccn-l029.dcc  marold      batch    eig_98-311-30047  45173     1      1    2gb  00:15:00 C       --    dccn-c026
10070709.dccn-l029.dcc  marold      batch    eig_98-311-30048  45430     1      1    2gb  00:15:00 C       --    dccn-c026
10070710.dccn-l029.dcc  marold      batch    eig_98-317-30073  45701     1      1    2gb  00:15:00 C       --    dccn-c026
10070711.dccn-l029.dcc  marold      batch    eig_98-317-30074  46035     1      1    2gb  00:15:00 C       --    dccn-c026
10070712.dccn-l029.dcc  marold      batch    eig_98-322-30094  33160     1      1    2gb  00:15:00 C       --    dccn-c027
10070713.dccn-l029.dcc  marold      batch    eig_98-322-30095  33178     1      1    2gb  00:15:00 C       --    dccn-c027
10070714.dccn-l029.dcc  marold      batch    eig_98-333-30141  33218     1      1    2gb  00:15:00 C       --    dccn-c027
10070715.dccn-l029.dcc  marold      batch    eig_98-333-30142  33289     1      1    2gb  00:15:00 C       --    dccn-c027
10070716.dccn-l029.dcc  marold      batch    eig_98-334-30145  33346     1      1    2gb  00:15:00 C       --    dccn-c027
10070717.dccn-l029.dcc  marold      batch    eig_98-334-30146  33443     1      1    2gb  00:15:00 C       --    dccn-c027
10070718.dccn-l029.dcc  marold      batch    eig_98-351-30218  33567     1      1    2gb  00:15:00 C       --    dccn-c027
10070719.dccn-l029.dcc  marold      batch    eig_98-351-30219  33672     1      1    2gb  00:15:00 C       --    dccn-c027
10070720.dccn-l029.dcc  marold      batch    eig_98-359-30251  33772     1      1    2gb  00:15:00 C       --    dccn-c027
10070721.dccn-l029.dcc  marold      batch    eig_98-359-30252  33863     1      1    2gb  00:15:00 C       --    dccn-c027
10070722.dccn-l029.dcc  matfri      short    matfri_dccn_c013   4664   --       1    2gb  01:03:00 C       --    dccn-c365
10070723.dccn-l029.dcc  matfri      short    matfri_dccn_c013   4680   --       1    2gb  01:03:00 C       --    dccn-c365
10070724.dccn-l029.dcc  matfri      long     matfri_dccn_c013  28323   --       1    6gb  10:03:00 R  03:02:22   dccn-c022
10070725.dccn-l029.dcc  matfri      long     matfri_dccn_c013  36401   --       1    6gb  10:03:00 R  03:02:22   dccn-c027
10070726.dccn-l029.dcc  matfri      short    matfri_dccn_c013   4780   --       1    2gb  01:03:00 C       --    dccn-c365
10070727.dccn-l029.dcc  matfri      short    matfri_dccn_c013   4807   --       1    2gb  01:03:00 C       --    dccn-c365
10070728.dccn-l029.dcc  matfri      long     matfri_dccn_c013  36447   --       1    6gb  10:03:00 R  03:02:22   dccn-c027
10070729.dccn-l029.dcc  matfri      long     matfri_dccn_c013  36484   --       1    6gb  10:03:00 R  03:02:22   dccn-c027
10070730.dccn-l029.dcc  matfri      short    matfri_dccn_c013   8729   --       1    2gb  01:03:00 C       --    dccn-c362
10070731.dccn-l029.dcc  matfri      short    matfri_dccn_c013   5952   --       1    2gb  01:03:00 C       --    dccn-c363
10070732.dccn-l029.dcc  matfri      long     matfri_dccn_c013  36573   --       1    6gb  10:03:00 R  03:02:21   dccn-c027
10070733.dccn-l029.dcc  matfri      long     matfri_dccn_c013  36600   --       1    6gb  10:03:00 R  03:02:21   dccn-c027
10070734.dccn-l029.dcc  matfri      short    matfri_dccn_c013  24374   --       1    2gb  01:03:00 C       --    dccn-c016
10070735.dccn-l029.dcc  matfri      short    matfri_dccn_c013  28429   --       1    2gb  01:03:00 C       --    dccn-c022
10070736.dccn-l029.dcc  matfri      long     matfri_dccn_c013   5727   --       1    6gb  10:03:00 R  03:02:11   dccn-c023
10070737.dccn-l029.dcc  matfri      long     matfri_dccn_c013   5746   --       1    6gb  10:03:00 C       --    dccn-c023
10070738.dccn-l029.dcc  andber      interact STDIN             28446     1      1    3gb  06:03:00 R  03:01:54   dccn-c013
10070739.dccn-l029.dcc  marold      batch    eig_19-110-10040   6232     1      1    2gb  00:20:00 C       --    dccn-c363
10070740.dccn-l029.dcc  marold      batch    eig_19-110-10040   9109     1      1    2gb  00:20:00 C       --    dccn-c362
10070741.dccn-l029.dcc  lauodw      interact STDIN             20550   --       1   12gb  12:00:00 R  02:58:22   dccn-c011
10070742.dccn-l029.dcc  roboos      matlab   test_ft_plot_sli  65012   --       1    1gb  00:10:00 C       --    dccn-c021
10070743.dccn-l029.dcc  roboos      matlab   test_ft_plot_vol  65035   --       1    1gb  00:10:00 C       --    dccn-c021
10070744.dccn-l029.dcc  roboos      matlab   test_ft_plot_top  65087   --       1    1gb  00:10:00 C       --    dccn-c021
10070745.dccn-l029.dcc  roboos      matlab   test_ft_plot_hea  65137   --       1    1gb  00:10:00 C       --    dccn-c021
10070746.dccn-l029.dcc  roboos      matlab   test_ft_plot_vec  65207   --       1    1gb  00:10:00 C       --    dccn-c021
10070747.dccn-l029.dcc  roboos      matlab   test_ft_plot_mat  65292   --       1    1gb  00:10:00 C       --    dccn-c021
10070748.dccn-l029.dcc  roboos      matlab   test_ft_plot_tex  65463   --       1    1gb  00:10:00 C       --    dccn-c021
10070749.dccn-l029.dcc  roboos      matlab   test_ft_plot_lay    934   --       1    1gb  00:10:00 C       --    dccn-c021
10070750.dccn-l029.dcc  roboos      matlab   test_ft_plot_lin   1082   --       1    1gb  00:10:00 C       --    dccn-c021
10070751.dccn-l029.dcc  roboos      matlab   test_ft_plot_box   1206   --       1    1gb  00:10:00 C       --    dccn-c021
10070752.dccn-l029.dcc  roboos      matlab   test_ft_plot_sen   1437   --       1    1gb  00:10:00 C       --    dccn-c021
10070753.dccn-l029.dcc  roboos      matlab   test_ft_plot_top   1545   --       1    1gb  00:10:00 C       --    dccn-c021
10070754.dccn-l029.dcc  roboos      matlab   test_ft_plot_ort   1719   --       1    1gb  00:10:00 C       --    dccn-c021
10070755.dccn-l029.dcc  roboos      matlab   test_ft_plot_dip   1833   --       1    1gb  00:10:00 C       --    dccn-c021
10070756.dccn-l029.dcc  roboos      matlab   test_ft_plot_mes   2007   --       1    1gb  00:15:00 C       --    dccn-c021
10070757.dccn-l029.dcc  roboos      matlab   test_bug1404       2128   --       1    1gb  00:10:00 C       --    dccn-c021
10070758.dccn-l029.dcc  roboos      matlab   test_bug1207       2290   --       1    1gb  00:10:00 C       --    dccn-c021
10070759.dccn-l029.dcc  roboos      matlab   test_ft_spike_ps   2554   --       1    1gb  00:10:00 C       --    dccn-c021
10070760.dccn-l029.dcc  roboos      matlab   test_ft_spikeden   2682   --       1    1gb  00:10:00 C       --    dccn-c021
10070761.dccn-l029.dcc  roboos      matlab   test_ft_spike_pl   2796   --       1    1gb  00:10:00 C       --    dccn-c021
10070762.dccn-l029.dcc  roboos      matlab   test_ft_spike_is   2922   --       1    2gb  00:10:00 C       --    dccn-c021
10070763.dccn-l029.dcc  roboos      matlab   test_ft_spike_jp   3156   --       1    2gb  00:10:00 C       --    dccn-c021
10070764.dccn-l029.dcc  roboos      matlab   test_ft_spike_ra   3284   --       1    1gb  00:10:00 C       --    dccn-c021
10070765.dccn-l029.dcc  roboos      matlab   test_ft_spiketri   3424   --       1    1gb  00:10:00 C       --    dccn-c021
10070766.dccn-l029.dcc  roboos      matlab   test_ft_spike_ma   3560   --       1    1gb  00:10:00 C       --    dccn-c021
10070767.dccn-l029.dcc  roboos      matlab   test_ft_spike_xc   3730   --       1    1gb  00:10:00 C       --    dccn-c021
10070768.dccn-l029.dcc  roboos      matlab   test_ft_spike_pl   3850   --       1    1gb  00:10:00 C       --    dccn-c021
10070769.dccn-l029.dcc  roboos      matlab   test_ft_spiketri   3912   --       1    1gb  00:10:00 C       --    dccn-c021
10070770.dccn-l029.dcc  roboos      matlab   test_bug1405       3990   --       1    2gb  00:10:00 C       --    dccn-c021
10070771.dccn-l029.dcc  roboos      matlab   test_bug1162       4072   --       1    2gb  00:10:00 C       --    dccn-c021
10070772.dccn-l029.dcc  roboos      matlab   test_bug1243       4157   --       1    2gb  00:10:00 C       --    dccn-c021
10070773.dccn-l029.dcc  roboos      matlab   test_tutorial_co   4328   --       1    2gb  00:10:00 C       --    dccn-c021
10070774.dccn-l029.dcc  roboos      matlab   test_ft_prepare_   4619   --       1    3gb  00:10:00 C       --    dccn-c021
10070775.dccn-l029.dcc  roboos      matlab   test_bug1481       4772   --       1    2gb  00:10:00 C       --    dccn-c021
10070776.dccn-l029.dcc  roboos      matlab   test_benchmark_f   4902   --       1    1gb  00:10:00 C       --    dccn-c021
10070777.dccn-l029.dcc  roboos      matlab   test_bug2193       5249   --       1    2gb  00:10:00 C       --    dccn-c021
10070778.dccn-l029.dcc  roboos      matlab   test_ft_datatype   5402   --       1    2gb  00:10:00 C       --    dccn-c021
10070779.dccn-l029.dcc  roboos      matlab   test_ft_sourcean   5604   --       1    4gb  04:30:00 C       --    dccn-c021
10070780.dccn-l029.dcc  roboos      matlab   test_bug1447       5813   --       1    2gb  00:10:00 C       --    dccn-c021
10070781.dccn-l029.dcc  roboos      matlab   test_headmodel_s   5907   --       1    2gb  00:10:00 C       --    dccn-c021
10070782.dccn-l029.dcc  roboos      matlab   test_ft_freqstat   5984   --       1    2gb  00:10:00 C       --    dccn-c021
10070783.dccn-l029.dcc  roboos      matlab   test_tutorial_be   6082   --       1    8gb  03:30:00 C       --    dccn-c021
10070784.dccn-l029.dcc  roboos      matlab   test_nanstat       6176   --       1    2gb  00:10:00 C       --    dccn-c021
10070785.dccn-l029.dcc  roboos      matlab   test_tutorial_cl   6273   --       1    2gb  00:10:00 C       --    dccn-c021
10070786.dccn-l029.dcc  roboos      matlab   test_bug905        6408   --       1    2gb  00:10:00 C       --    dccn-c021
10070787.dccn-l029.dcc  roboos      matlab   test_bug645        6658   --       1    2gb  00:10:00 C       --    dccn-c021
10070788.dccn-l029.dcc  roboos      matlab   test_bug483        6738   --       1    2gb  00:10:00 C       --    dccn-c021
10070789.dccn-l029.dcc  roboos      matlab   test_ft_preproce   6818   --       1    2gb  00:10:00 C       --    dccn-c021
10070790.dccn-l029.dcc  roboos      matlab   test_ft_prepare_   6887   --       1    2gb  00:10:00 C       --    dccn-c021
10070791.dccn-l029.dcc  roboos      matlab   test_bug1210       6973   --       1    2gb  00:10:00 C       --    dccn-c021
10070792.dccn-l029.dcc  roboos      matlab   test_randomseed    7067   --       1    2gb  00:10:00 C       --    dccn-c021
10070793.dccn-l029.dcc  roboos      matlab   test_bug1112       7149   --       1    2gb  00:10:00 C       --    dccn-c021
10070794.dccn-l029.dcc  roboos      matlab   test_headmodel_d   7247   --       1    2gb  00:10:00 C       --    dccn-c021
10070795.dccn-l029.dcc  roboos      matlab   test_bug1014       7330   --       1    2gb  00:10:00 C       --    dccn-c021
10070796.dccn-l029.dcc  roboos      matlab   test_ft_volumese   7404   --       1    2gb  00:10:00 C       --    dccn-c021
10070797.dccn-l029.dcc  roboos      matlab   test_bug1984_218   7599   --       1    2gb  00:10:00 C       --    dccn-c021
10070798.dccn-l029.dcc  roboos      matlab   test_bug2160       8835   --       1    2gb  00:10:00 C       --    dccn-c006
10070799.dccn-l029.dcc  roboos      matlab   test_bug2224       8858   --       1    2gb  00:10:00 C       --    dccn-c006
10070800.dccn-l029.dcc  roboos      matlab   test_bug1652       8901   --       1    2gb  00:10:00 C       --    dccn-c006
10070801.dccn-l029.dcc  roboos      matlab   test_bug1490       8971   --       1    2gb  00:10:00 C       --    dccn-c006
10070802.dccn-l029.dcc  roboos      matlab   test_bug1571       9047   --       1    3gb  00:10:00 C       --    dccn-c006
10070803.dccn-l029.dcc  roboos      matlab   test_bug1618       9124   --       1    2gb  00:10:00 C       --    dccn-c006
10070804.dccn-l029.dcc  roboos      matlab   test_bug1792       9260   --       1    2gb  00:10:00 C       --    dccn-c006
10070805.dccn-l029.dcc  roboos      matlab   test_bug1954       9445   --       1    2gb  00:45:00 C       --    dccn-c006
10070806.dccn-l029.dcc  roboos      matlab   test_bug1775       9618   --       1    2gb  00:10:00 C       --    dccn-c006
10070807.dccn-l029.dcc  roboos      matlab   test_bug1856       9759   --       1    2gb  00:10:00 C       --    dccn-c006
10070808.dccn-l029.dcc  roboos      matlab   test_bug1677       9933   --       1    2gb  00:10:00 C       --    dccn-c006
10070809.dccn-l029.dcc  roboos      matlab   test_bug131       10072   --       1    2gb  00:10:00 C       --    dccn-c006
10070810.dccn-l029.dcc  roboos      matlab   test_datatype_pa  10207   --       1    2gb  00:10:00 C       --    dccn-c006
10070811.dccn-l029.dcc  roboos      matlab   test_warp         10349   --       1    2gb  00:10:00 C       --    dccn-c006
10070812.dccn-l029.dcc  roboos      matlab   test_warning_onc  10484   --       1    2gb  00:10:00 C       --    dccn-c006
10070813.dccn-l029.dcc  roboos      matlab   test_bug931       10660   --       1    2gb  00:10:00 C       --    dccn-c006
10070814.dccn-l029.dcc  roboos      matlab   test_ft_read_hea  10801   --       1    2gb  00:10:00 C       --    dccn-c006
10070815.dccn-l029.dcc  roboos      matlab   test_ft_math      10927   --       1    2gb  00:10:00 C       --    dccn-c006
10070816.dccn-l029.dcc  roboos      matlab   test_bug1040      11038   --       1    2gb  00:10:00 C       --    dccn-c006
10070817.dccn-l029.dcc  roboos      matlab   test_ft_plot_mes  11176   --       1    2gb  00:10:00 C       --    dccn-c006
10070818.dccn-l029.dcc  roboos      matlab   test_bug1082      11296   --       1    2gb  00:10:00 C       --    dccn-c006
10070819.dccn-l029.dcc  roboos      matlab   test_bug1163      11421   --       1    2gb  00:10:00 C       --    dccn-c006
10070820.dccn-l029.dcc  roboos      matlab   test_headmodel_d  11562   --       1    2gb  00:10:00 C       --    dccn-c006
10070821.dccn-l029.dcc  roboos      matlab   test_bug1227      11707   --       1    2gb  00:10:00 C       --    dccn-c006
10070822.dccn-l029.dcc  roboos      matlab   test_bug1129      11864   --       1    2gb  00:10:00 C       --    dccn-c006
10070823.dccn-l029.dcc  roboos      matlab   test_bug1742      11991   --       1    2gb  00:10:00 C       --    dccn-c006
10070824.dccn-l029.dcc  roboos      matlab   test_xunit_stack  12121   --       1    2gb  00:10:00 C       --    dccn-c006
10070825.dccn-l029.dcc  roboos      matlab   test_bug1806      12268   --       1    2gb  00:10:00 C       --    dccn-c006
10070826.dccn-l029.dcc  roboos      matlab   test_bug1725      12419   --       1    2gb  00:10:00 C       --    dccn-c006
10070827.dccn-l029.dcc  roboos      matlab   test_bug1563      12495   --       1    2gb  00:10:00 C       --    dccn-c006
10070828.dccn-l029.dcc  roboos      matlab   test_ft_freqgran  12569   --       1    2gb  00:10:00 C       --    dccn-c006
10070829.dccn-l029.dcc  roboos      matlab   test_bug1708      12660   --       1    2gb  00:10:00 C       --    dccn-c006
10070830.dccn-l029.dcc  roboos      matlab   test_bug1529      12738   --       1    2gb  00:10:00 C       --    dccn-c006
10070831.dccn-l029.dcc  roboos      matlab   test_bug1448      12938   --       1    2gb  00:10:00 C       --    dccn-c006
10070832.dccn-l029.dcc  roboos      matlab   test_bug2096      13032   --       1    4gb  00:20:00 C       --    dccn-c006
10070833.dccn-l029.dcc  roboos      matlab   test_ft_componen  13119   --       1    2gb  00:10:00 C       --    dccn-c006
10070834.dccn-l029.dcc  roboos      matlab   test_ft_electrod  13191   --       1    3gb  00:10:00 C       --    dccn-c006
10070835.dccn-l029.dcc  roboos      matlab   test_bug1988      13274   --       1    3gb  00:45:00 C       --    dccn-c006
10070836.dccn-l029.dcc  roboos      matlab   test_bug182       13347   --       1    2gb  00:10:00 C       --    dccn-c006
10070837.dccn-l029.dcc  roboos      matlab   test_bug629       13434   --       1    2gb  00:10:00 C       --    dccn-c006
10070838.dccn-l029.dcc  roboos      matlab   test_tutorial_ev  13515   --       1    3gb  00:20:00 C       --    dccn-c006
10070839.dccn-l029.dcc  roboos      matlab   test_bug2004      13617   --       1    2gb  00:10:00 C       --    dccn-c006
10070840.dccn-l029.dcc  roboos      matlab   test_tutorial_cl  13693   --       1    2gb  00:10:00 C       --    dccn-c006
10070841.dccn-l029.dcc  roboos      matlab   test_bug1530      13905   --       1    2gb  00:10:00 C       --    dccn-c006
10070842.dccn-l029.dcc  roboos      matlab   test_bug1351      14310   --       1    2gb  00:10:00 C       --    dccn-c006
10070843.dccn-l029.dcc  roboos      matlab   test_bug1270      14395   --       1    2gb  00:10:00 C       --    dccn-c006
10070844.dccn-l029.dcc  roboos      matlab   test_bug1913      14496   --       1    2gb  16:00:00 C       --    dccn-c006
10070845.dccn-l029.dcc  roboos      matlab   test_bug1832      14566   --       1    2gb  00:10:00 C       --    dccn-c006
10070846.dccn-l029.dcc  roboos      matlab   test_bug1490b     36026   --       1    2gb  00:10:00 C       --    dccn-c007
10070847.dccn-l029.dcc  roboos      matlab   test_bug1295      36051   --       1    2gb  00:10:00 C       --    dccn-c007
10070848.dccn-l029.dcc  roboos      matlab   test_bug1359      36105   --       1    2gb  00:10:00 C       --    dccn-c007
10070849.dccn-l029.dcc  roboos      matlab   test_ft_checkdat  36174   --       1    2gb  00:10:00 C       --    dccn-c007
10070850.dccn-l029.dcc  roboos      matlab   test_nearest      36257   --       1    3gb  00:10:00 C       --    dccn-c007
10070851.dccn-l029.dcc  roboos      matlab   test_resampledes  36402   --       1    2gb  00:10:00 C       --    dccn-c007
10070852.dccn-l029.dcc  roboos      matlab   test_bug1759      36570   --       1    2gb  00:10:00 C       --    dccn-c007
10070853.dccn-l029.dcc  roboos      matlab   test_bug1967a     36700   --       1    2gb  00:10:00 C       --    dccn-c007
10070854.dccn-l029.dcc  roboos      matlab   test_bug272       36848   --       1    2gb  00:10:00 C       --    dccn-c007
10070855.dccn-l029.dcc  roboos      matlab   test_eeg_leadfie  36981   --       1    2gb  00:10:00 C       --    dccn-c007
10070856.dccn-l029.dcc  roboos      matlab   test_bug255       37124   --       1    2gb  00:10:00 C       --    dccn-c007
10070857.dccn-l029.dcc  roboos      matlab   test_bug932       37263   --       1    2gb  00:10:00 C       --    dccn-c007
10070858.dccn-l029.dcc  roboos      matlab   test_example_pre  37396   --       1    2gb  00:10:00 C       --    dccn-c007
10070859.dccn-l029.dcc  roboos      matlab   test_bug893       37536   --       1    2gb  00:10:00 C       --    dccn-c007
10070860.dccn-l029.dcc  roboos      matlab   test_bug1041      37670   --       1    2gb  00:10:00 C       --    dccn-c007
10070861.dccn-l029.dcc  roboos      matlab   test_headmodel_c  37814   --       1    2gb  00:10:00 C       --    dccn-c007
10070862.dccn-l029.dcc  roboos      matlab   test_bug2170      37950   --       1    2gb  00:10:00 C       --    dccn-c007
10070863.dccn-l029.dcc  roboos      matlab   test_bug2315      38081   --       1    2gb  00:10:00 C       --    dccn-c007
